@RELATION	text2arff

%This file is generated by Text2arff V.5. Text2arff tool was developed by Naturel Language Processing
%group of Yıldız Technical University Computer Engineering Department.
%Look for www.kemik.yildiz.edu.tr for more information.

@ATTRIBUTE	COUNT_CUMLE	REAL
@ATTRIBUTE	COUNT_KELIME	REAL
@ATTRIBUTE	COUNT_HARF	REAL
@ATTRIBUTE	COUNT_DEVRIK_CUMLE	REAL
@ATTRIBUTE	COUNT_EK	REAL
@ATTRIBUTE	COUNT_UC_NOKTA	REAL
@ATTRIBUTE	COUNT_NOKTA	REAL
@ATTRIBUTE	COUNT_SORU_ISARETI	REAL
@ATTRIBUTE	COUNT_UNLEM	REAL
@ATTRIBUTE	COUNT_BOSLUK	REAL
@ATTRIBUTE	COUNT_VIRGUL	REAL
@ATTRIBUTE	COUNT_NOLTALI_VIRGUL	REAL
@ATTRIBUTE	COUNT_IKI_NOKTA	REAL
@ATTRIBUTE	COUNT_TIRNAK	REAL
@ATTRIBUTE	COUNT_CUMLE_BASINA_KELIME	REAL
@ATTRIBUTE	COUNT_CUMLE_BASINA_EK	REAL
@ATTRIBUTE	COUNT_KELIME_BASINA_EK	REAL
@ATTRIBUTE	COUNT_KELIME_BASINA_HARF	REAL
@ATTRIBUTE	class	{0,1,}

@DATA
1.0, 7.0, 50.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 8.0, 1.143, 7.143, 1
1.0, 12.0, 97.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 17.0, 0.0, 0.0, 1.0, 0.0, 12.0, 4.0, 0.333, 8.083, 1
1.0, 10.0, 82.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 10.0, 0.0, 0.0, 1.0, 4.0, 10.0, 1.0, 0.1, 8.2, 1
1.0, 6.0, 52.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 6.0, 5.0, 0.833, 8.667, 1
1.0, 4.0, 31.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 7.75, 1
1.0, 6.0, 51.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 10.0, 1.667, 8.5, 1
1.0, 9.0, 48.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 9.0, 2.0, 0.222, 5.333, 1
1.0, 12.0, 97.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 16.0, 2.0, 0.0, 1.0, 0.0, 12.0, 3.0, 0.25, 8.083, 1
1.0, 10.0, 66.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 1.0, 10.0, 4.0, 0.4, 6.6, 1
1.0, 4.0, 37.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 4.0, 2.0, 0.5, 9.25, 1
1.0, 6.0, 44.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 6.0, 4.0, 0.667, 7.333, 1
1.0, 3.0, 29.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 6.0, 2.0, 9.667, 1
1.0, 8.0, 72.0, 0.0, 8.0, 0.0, 0.0, 1.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 1.0, 9.0, 1
1.0, 4.0, 33.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 6.0, 1.5, 8.25, 1
1.0, 5.0, 44.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 5.0, 5.0, 1.0, 8.8, 1
1.0, 2.0, 15.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 7.5, 1
1.0, 9.0, 56.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 9.0, 2.0, 0.222, 6.222, 1
1.0, 15.0, 108.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 1.0, 0.0, 15.0, 6.0, 0.4, 7.2, 1
1.0, 8.0, 60.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 8.0, 5.0, 0.625, 7.5, 1
1.0, 5.0, 42.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 8.4, 1
1.0, 4.0, 38.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0, 4.0, 7.0, 1.75, 9.5, 1
1.0, 8.0, 66.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 8.0, 6.0, 0.75, 8.25, 1
1.0, 5.0, 37.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0, 0.6, 7.4, 1
1.0, 5.0, 28.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.4, 5.6, 1
1.0, 4.0, 25.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.25, 6.25, 1
1.0, 12.0, 94.0, 0.0, 6.0, 0.0, 0.0, 2.0, 0.0, 14.0, 0.0, 0.0, 1.0, 0.0, 12.0, 6.0, 0.5, 7.833, 1
1.0, 4.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 0.0, 9.0, 1
1.0, 7.0, 40.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 7.0, 2.0, 0.286, 5.714, 1
1.0, 9.0, 66.0, 0.0, 5.0, 0.0, 0.0, 1.0, 0.0, 11.0, 1.0, 0.0, 0.0, 0.0, 9.0, 5.0, 0.556, 7.333, 1
1.0, 7.0, 61.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 7.0, 7.0, 1.0, 8.714, 1
1.0, 3.0, 30.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 6.0, 2.0, 10.0, 1
1.0, 6.0, 39.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 5.0, 0.833, 6.5, 1
1.0, 9.0, 64.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 9.0, 0.0, 0.0, 0.0, 1.0, 9.0, 5.0, 0.556, 7.111, 1
1.0, 12.0, 73.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 2.0, 12.0, 3.0, 0.25, 6.083, 1
1.0, 10.0, 74.0, 0.0, 6.0, 0.0, 0.0, 2.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 10.0, 6.0, 0.6, 7.4, 1
1.0, 4.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 0.0, 8.25, 1
1.0, 4.0, 34.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 8.5, 1
1.0, 5.0, 41.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 5.0, 2.0, 0.4, 8.2, 1
1.0, 7.0, 51.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 3.0, 0.429, 7.286, 1
1.0, 13.0, 83.0, 0.0, 9.0, 0.0, 0.0, 0.0, 2.0, 12.0, 0.0, 0.0, 0.0, 0.0, 13.0, 9.0, 0.692, 6.385, 1
1.0, 5.0, 38.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 5.0, 4.0, 0.8, 7.6, 1
1.0, 4.0, 34.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 4.0, 1.0, 0.25, 8.5, 1
1.0, 7.0, 58.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 1.0, 0.0, 7.0, 4.0, 0.571, 8.286, 1
1.0, 7.0, 47.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 1.0, 6.714, 1
1.0, 3.0, 16.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.333, 5.333, 1
1.0, 13.0, 99.0, 0.0, 6.0, 0.0, 0.0, 1.0, 1.0, 15.0, 0.0, 0.0, 1.0, 0.0, 13.0, 6.0, 0.462, 7.615, 1
1.0, 8.0, 55.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0, 8.0, 1.0, 0.125, 6.875, 1
1.0, 4.0, 27.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.5, 6.75, 1
1.0, 9.0, 67.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 1.0, 9.0, 5.0, 0.556, 7.444, 1
1.0, 7.0, 50.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 7.0, 3.0, 0.429, 7.143, 1
1.0, 9.0, 64.0, 0.0, 3.0, 0.0, 0.0, 2.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 3.0, 0.333, 7.111, 1
1.0, 3.0, 23.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.333, 7.667, 1
1.0, 10.0, 66.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 10.0, 6.0, 0.6, 6.6, 1
1.0, 9.0, 102.0, 0.0, 10.0, 0.0, 0.0, 1.0, 1.0, 12.0, 0.0, 0.0, 0.0, 0.0, 9.0, 10.0, 1.111, 11.333, 1
1.0, 10.0, 67.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 4.0, 0.4, 6.7, 1
1.0, 5.0, 33.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 6.6, 1
1.0, 7.0, 49.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 7.0, 2.0, 0.286, 7.0, 1
1.0, 6.0, 46.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 6.0, 1.0, 0.0, 0.0, 0.0, 6.0, 5.0, 0.833, 7.667, 1
1.0, 7.0, 58.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 6.0, 0.857, 8.286, 1
1.0, 5.0, 41.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0, 0.0, 5.0, 5.0, 1.0, 8.2, 1
1.0, 7.0, 51.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 7.0, 2.0, 0.286, 7.286, 1
1.0, 8.0, 55.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 2.0, 0.25, 6.875, 1
1.0, 7.0, 34.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 0.143, 4.857, 1
1.0, 7.0, 56.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 7.0, 1.0, 0.0, 0.0, 2.0, 7.0, 7.0, 1.0, 8.0, 1
1.0, 5.0, 30.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.4, 6.0, 1
1.0, 4.0, 28.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 4.0, 1.0, 0.25, 7.0, 1
1.0, 8.0, 71.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 2.0, 8.0, 7.0, 0.875, 8.875, 1
1.0, 8.0, 72.0, 0.0, 13.0, 1.0, 3.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 13.0, 1.625, 9.0, 1
1.0, 4.0, 35.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.5, 8.75, 1
1.0, 5.0, 48.0, 0.0, 5.0, 1.0, 3.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 9.6, 1
1.0, 3.0, 26.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 0.667, 8.667, 1
1.0, 6.0, 52.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.5, 8.667, 1
1.0, 6.0, 51.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.5, 8.5, 1
1.0, 2.0, 16.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 8.0, 1
1.0, 7.0, 33.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 7.0, 2.0, 0.286, 4.714, 1
1.0, 6.0, 39.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 0.333, 6.5, 1
1.0, 5.0, 29.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0, 0.6, 5.8, 1
1.0, 5.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 5.0, 0.0, 0.0, 6.6, 1
1.0, 5.0, 35.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0, 0.6, 7.0, 1
1.0, 8.0, 60.0, 0.0, 4.0, 1.0, 3.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 2.0, 8.0, 4.0, 0.5, 7.5, 1
1.0, 6.0, 42.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 0.333, 7.0, 1
1.0, 2.0, 21.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 1.5, 10.5, 1
1.0, 6.0, 52.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 6.0, 1.0, 8.667, 1
1.0, 7.0, 54.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 7.0, 2.0, 0.286, 7.714, 1
1.0, 5.0, 38.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 7.0, 1.4, 7.6, 1
1.0, 4.0, 30.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.25, 7.5, 1
1.0, 10.0, 75.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 1.0, 3.0, 10.0, 7.0, 0.7, 7.5, 1
1.0, 4.0, 43.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 0.75, 10.75, 1
1.0, 7.0, 59.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 2.0, 7.0, 2.0, 0.286, 8.429, 1
1.0, 8.0, 51.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0, 8.0, 1.0, 0.125, 6.375, 1
1.0, 4.0, 37.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 9.25, 1
1.0, 8.0, 64.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 8.0, 1.0, 0.0, 0.0, 0.0, 8.0, 9.0, 1.125, 8.0, 1
1.0, 9.0, 59.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 9.0, 2.0, 0.0, 0.0, 0.0, 9.0, 5.0, 0.556, 6.556, 1
1.0, 7.0, 44.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 0.0, 0.0, 2.0, 7.0, 3.0, 0.429, 6.286, 1
1.0, 11.0, 63.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 11.0, 7.0, 0.636, 5.727, 1
1.0, 9.0, 64.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 9.0, 4.0, 0.444, 7.111, 1
1.0, 4.0, 27.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.5, 6.75, 1
1.0, 5.0, 40.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0, 0.6, 8.0, 1
1.0, 5.0, 23.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.2, 4.6, 1
1.0, 9.0, 58.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 1.0, 9.0, 4.0, 0.444, 6.444, 1
1.0, 3.0, 28.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 3.0, 3.0, 1.0, 9.333, 1
1.0, 6.0, 46.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 6.0, 1.0, 0.167, 7.667, 1
1.0, 8.0, 60.0, 0.0, 4.0, 1.0, 3.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 1.0, 8.0, 4.0, 0.5, 7.5, 1
1.0, 11.0, 78.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 12.0, 0.0, 0.0, 0.0, 1.0, 11.0, 6.0, 0.545, 7.091, 1
1.0, 2.0, 25.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 1.0, 12.5, 1
1.0, 10.0, 64.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 10.0, 1.0, 0.0, 0.0, 0.0, 10.0, 4.0, 0.4, 6.4, 1
1.0, 3.0, 22.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.333, 7.333, 1
1.0, 4.0, 36.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 4.0, 1.0, 0.25, 9.0, 1
1.0, 4.0, 35.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 8.75, 1
1.0, 6.0, 47.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.0, 5.0, 0.833, 7.833, 1
1.0, 13.0, 94.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 1.0, 0.0, 13.0, 5.0, 0.385, 7.231, 1
2.0, 10.0, 71.0, 0.0, 10.0, 1.0, 3.0, 0.0, 1.0, 10.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 7.1, 1
1.0, 3.0, 17.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.333, 5.667, 1
1.0, 4.0, 36.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 4.0, 3.0, 0.75, 9.0, 1
1.0, 6.0, 45.0, 0.0, 4.0, 1.0, 3.0, 0.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 6.0, 4.0, 0.667, 7.5, 1
1.0, 4.0, 34.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 1.0, 4.0, 5.0, 1.25, 8.5, 1
1.0, 2.0, 13.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.5, 6.5, 1
1.0, 8.0, 62.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 7.0, 0.875, 7.75, 1
1.0, 8.0, 54.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 3.0, 0.375, 6.75, 1
1.0, 2.0, 27.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 13.5, 1
1.0, 6.0, 45.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.5, 7.5, 1
1.0, 8.0, 58.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 6.0, 0.75, 7.25, 1
1.0, 8.0, 66.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0, 8.0, 9.0, 1.125, 8.25, 1
1.0, 5.0, 38.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 4.0, 0.8, 7.6, 1
1.0, 8.0, 46.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 2.0, 0.25, 5.75, 1
1.0, 11.0, 75.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 11.0, 0.0, 0.0, 0.0, 1.0, 11.0, 4.0, 0.364, 6.818, 1
1.0, 14.0, 80.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 15.0, 0.0, 0.0, 1.0, 0.0, 14.0, 1.0, 0.071, 5.714, 1
1.0, 9.0, 64.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 2.0, 9.0, 4.0, 0.444, 7.111, 1
1.0, 7.0, 61.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 7.0, 4.0, 0.571, 8.714, 1
1.0, 13.0, 107.0, 0.0, 12.0, 0.0, 0.0, 1.0, 0.0, 14.0, 0.0, 0.0, 1.0, 1.0, 13.0, 12.0, 0.923, 8.231, 1
1.0, 8.0, 56.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 7.0, 0.875, 7.0, 1
1.0, 9.0, 74.0, 0.0, 7.0, 0.0, 0.0, 0.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 7.0, 0.778, 8.222, 1
1.0, 9.0, 77.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 1.0, 3.0, 9.0, 3.0, 0.333, 8.556, 1
2.0, 6.0, 52.0, 0.0, 5.0, 1.0, 3.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.5, 0.833, 8.667, 1
1.0, 9.0, 66.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0, 9.0, 9.0, 1.0, 7.333, 1
1.0, 7.0, 55.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 6.0, 0.857, 7.857, 1
1.0, 8.0, 50.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0, 8.0, 5.0, 0.625, 6.25, 1
1.0, 5.0, 42.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0, 0.6, 8.4, 1
1.0, 6.0, 55.0, 0.0, 3.0, 1.0, 3.0, 0.0, 1.0, 6.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.5, 9.167, 1
1.0, 8.0, 57.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 4.0, 0.5, 7.125, 1
1.0, 7.0, 53.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0, 7.0, 0.0, 0.0, 1.0, 0.0, 7.0, 5.0, 0.714, 7.571, 1
1.0, 10.0, 66.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 1.0, 10.0, 3.0, 0.3, 6.6, 1
1.0, 9.0, 66.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 1.0, 0.0, 1.0, 9.0, 5.0, 0.556, 7.333, 1
1.0, 4.0, 25.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.25, 6.25, 1
1.0, 5.0, 31.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.4, 6.2, 1
